"","YEAR","POLE_PERC","MATURE_PERC","LATE_PERC","MOSAIC_PERC","POLE_PERC_SE","MATURE_PERC_SE","LATE_PERC_SE","MOSAIC_PERC_SE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"560",2014,14.6374816507879,53.4959839924078,31.5889253433524,0.277609013451821,4.28815578405405,4.2854894160661,4.29510978272562,4.31441425214616,340,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"561",2014,15.1443524726435,52.9454326161396,25.338562261256,6.57165264996087,21.3482330034436,21.3062188214916,21.3039199266745,21.397018735998,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"562",2014,14.7341386722817,62.7789463438838,20.1935383702811,2.29337661355334,19.4246140659834,19.4080829622102,19.4269570640101,19.4959927564755,28,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"563",2014,9.467716720794,64.4656309241182,22.092834995022,3.97381736006584,21.3569169707977,21.3010803169165,21.2997792311077,21.3641794829927,23,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"564",2014,17.1637058703921,48.5088823888239,34.3274117407841,0,56.1151938973279,55.9048830646746,55.5448281094467,NA,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"565",2015,0,100,0,0,NA,101.54927813003,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"566",2015,61.8943150417273,23.2069605260648,13.5910659525295,1.30765847967842,20.0412056664275,20.0056835800971,19.9115453563928,20.0500672094813,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"567",2015,66.1718667663126,28.4531715288834,2.18238390577379,3.19257779903028,5.66824661298467,5.66759522479154,5.69270292338215,5.68341995876175,235,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"568",2015,90.8338568543461,9.16614314565384,0,0,43.2431929990934,43.2569914064848,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"569",2015,56.4756475059432,38.8017885352472,2.26598871014581,2.45657524866384,11.663922295291,11.6654643612598,11.7271856015237,11.6775259625761,72,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"570",2015,77.0400972296466,22.8936607030096,0,0.0662420673437561,12.812287482664,12.8163805679198,NA,12.8579629545205,59,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"571",2015,49.886992854412,42.164846332651,4.89145111639687,3.0567096965402,6.24118054082108,6.24612186091636,6.27118848355601,6.26902555259842,203,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"572",2015,38.1497404419181,55.8895861488655,3.20530400878304,2.75536940043342,15.8173698514428,15.8136523479271,15.8534505636819,15.8419590031416,39,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"573",2015,33.593332516762,57.6856209368144,1.30577793585412,7.41526861056948,17.9699284112323,17.9544730081547,18.0989531039368,17.9671776260678,34,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"574",2015,11.5844636759023,75.3925377250791,13.0229985990187,0,17.8436042925354,17.7289143882269,17.796791752161,NA,39,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"575",2015,0,100,0,0,NA,99.206343654766,NA,NA,1,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"576",2015,43.9192090987154,48.4836369345173,6.558896864894,1.03825710187332,5.30611238976091,5.29499405428894,5.31274174395697,5.35546884571167,260,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"577",2015,38.0283698535289,49.8981916320745,10.4006061993112,1.67283231508536,18.2371779081204,18.2346044693554,18.2420265819838,18.1877449743246,29,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"578",2015,17.4104677517493,66.5227591395722,14.629073980394,1.43769912828444,11.359125886251,11.3565641672951,11.3606133415318,11.4084887136028,74,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"579",2015,32.216601009244,59.7353212821306,6.55293493204685,1.49514277657858,14.5253800460618,14.5182897770032,14.5277428701593,14.5340634677515,50,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"580",2015,15.1811257449686,71.6555983209488,10.7426063598738,2.42066957420875,7.87625266585998,7.86928753419529,7.88026384443787,7.89268558719333,166,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"581",2015,8.67280739000613,69.108146971781,19.6190101991997,2.60003543901312,9.23040659657985,9.22426874390274,9.22111039625913,9.23986463744861,104,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"582",2015,22.2264697715913,54.8881902952332,22.1613417312355,0.723998201940024,10.6342598095823,10.6295884769931,10.6354427665285,10.6921130871976,87,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"583",2015,19.3159565016418,52.6739226991975,22.1563973465654,5.85372345259529,13.3346445352633,13.3450951425838,13.3437640310313,13.3697429382285,54,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"584",2015,8.13120545229375,64.9847415404757,25.7352858500302,1.14876715720033,7.85305451413976,7.8389186342479,7.84004437709744,7.88594981637281,150,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"585",2015,16.8050713360548,47.9199372602992,31.7688729179071,3.50611848573888,12.9362035055688,12.9248866125138,12.9358820686177,12.9440202455115,61,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"586",2015,50.0393937672617,49.9606062327383,0,0,37.7587163846729,37.7539141273529,NA,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"587",2015,15.1903304523152,68.9092838759751,15.2723639034165,0.628021768293246,12.4617669698173,12.4529173210038,12.4799973878718,12.4701160183085,57,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"588",2015,12.7825218320313,69.2068683860125,12.3817205552918,5.62888922666438,18.1294703844524,18.1405603461919,18.1879312833167,18.1979505199313,29,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"589",2015,28.0057487653922,57.9080854334606,11.0594307150121,3.02673508613509,7.35398686141466,7.35451330496648,7.36026182104194,7.35550306961617,159,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"590",2015,2.98088942618994,56.1363017845073,40.8828087893028,0,59.1876056763155,58.6619019243852,58.5748817923152,NA,4,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"591",2015,45.3172503683792,54.6827496316208,0,0,29.7950774784206,29.7596541454118,NA,NA,11,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"592",2015,2.13440532204823,23.7898397620249,69.7378545931827,4.33790032274418,32.0270015900526,31.8152152504914,31.7181576068193,31.9923414446591,12,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"593",2015,13.5833047664856,52.2110394535171,33.9267301892331,0.278925590764184,18.8365818544241,18.7577069232758,18.7936104706029,18.9817274676247,30,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"594",2015,21.4922568617289,44.0437934855319,27.260538403927,7.20341124881212,13.9524583793784,13.9403659058708,13.9431111703157,13.9397085182909,56,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"595",2015,0,90.2455579179055,9.75444208209447,0,NA,49.9004288618091,50.2705406209338,NA,4,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"596",2015,15.8997096348498,50.4731298354456,31.4417955318704,2.18536499783423,5.96681564362742,5.96354909165109,5.95973818230284,5.97698508268439,249,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"597",2015,24.5044721079381,60.0983387310217,12.4792351186812,2.91795404235889,8.13019641227408,8.13012435879459,8.1327674713784,8.14130348529211,158,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"598",2015,16.4488107180176,45.6268335014656,37.2959764909415,0.628379289575344,12.1821594251165,12.1862663850495,12.1849455301652,12.1918849646413,64,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"599",2015,0,100,0,0,NA,70.4613005866707,NA,NA,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"600",2015,21.8335250976245,60.1992206824791,15.9746242769013,1.99262994299511,5.58017972787569,5.57823780704787,5.58211852979325,5.58900072892745,288,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"601",2015,28.2487006185709,51.3420258885972,17.0522537905344,3.35701970229745,17.2580133335322,17.2663371991142,17.2913213246046,17.2783838433994,35,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"602",2015,0,69.2084141084285,30.7915858915716,0,NA,38.6142019935304,38.5596139398462,NA,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"603",2015,28.5563642679683,67.3518209037543,4.09181482827744,0,31.0091753603214,30.9906577323172,31.0704474344609,NA,11,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"604",2015,2.36414354720384,66.3892567811759,28.0134099308238,3.23318974079648,26.2485777081463,26.0453701814932,26.0547961499868,26.2033149625188,17,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"605",2015,14.6222638092178,58.5103864497613,24.3158922701938,2.55145747082707,4.14883799844915,4.14873876827347,4.15205664695357,4.1533109376634,592,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"606",2015,0,100,0,0,NA,99.438940949834,NA,NA,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"607",2015,13.9938457456639,53.1122841281814,32.4838556792706,0.410014446884135,4.28496569504917,4.28412945379916,4.2924848693502,4.31664104359315,341,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"608",2015,15.3039744381324,44.8697992582901,33.1982414353384,6.62798486823916,21.4277515900439,21.3812146709945,21.3914154529878,21.4769905872087,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"609",2015,14.8302480373059,62.8008473864702,20.0229353724216,2.34596920380226,19.6021806547563,19.5824372617431,19.5995589962334,19.6704035283953,28,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"610",2015,9.46821626827717,63.1533175160407,27.3784662156821,0,21.3684546749956,21.3172165416638,21.3064377365286,NA,23,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"611",2015,0,58.5599378853495,41.4400621146505,0,NA,64.7316394811174,64.354136517539,NA,3,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"612",2016,0,100,0,0,NA,101.043780230419,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"613",2016,64.7228646026839,20.4803315973279,13.7997801001709,0.997023699817331,20.2889707010891,20.2483718717779,20.1605379184305,20.3009651848139,25,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"614",2016,65.9670035003747,29.1122646771377,2.20033792631622,2.72039389617135,5.68653183504457,5.68673918231552,5.71118159803924,5.70477023528738,234,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"615",2016,90.7877161057187,9.21228389428127,0,0,43.1283205993478,43.1420319141329,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"616",2016,56.9486172058534,35.7601742117254,4.84794978403464,2.44325879838657,11.6577099576078,11.6563954838258,11.6961408685171,11.6701191338709,72,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"617",2016,77.0428950277262,22.8909883741709,0,0.0661165981028818,12.8256441460276,12.8336084711583,NA,12.8722479909738,59,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"618",2016,49.3529291345622,42.4586872251608,4.92231398021582,3.26606966006115,6.25972497163148,6.26448670208195,6.28973014322054,6.28599747400277,203,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"619",2016,37.1259326095517,53.8004381476659,6.24903702278066,2.82459222000168,16.075647823256,16.0745141758763,16.0907227494912,16.0991521045402,38,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"620",2016,33.0565539835171,58.4468506054369,1.21581617589978,7.28077923514619,17.7811282960979,17.767384914251,17.913702760466,17.7785410888179,35,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"621",2016,8.65707580744109,79.6873142821029,11.655609910456,0,17.3651433310724,17.2539611255288,17.3184572980036,NA,43,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"622",2016,0,100,0,0,NA,99.3356307341879,NA,NA,1,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"623",2016,41.9486838714508,50.1194122576086,6.93649933619321,0.995404534747433,5.22289955942169,5.20636559455697,5.21346766273364,5.26798544679797,284,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"624",2016,36.8580656361822,51.1429282336373,10.3251217289952,1.67388440118527,18.214848387583,18.2103215946549,18.2191692511055,18.1635734184141,29,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"625",2016,17.5560398266056,66.1428045097088,14.842392047536,1.45876361614958,11.3966395335419,11.3941400050489,11.3969949286542,11.4450395939451,74,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"626",2016,31.9341343856499,60.3772584751642,6.31177702598678,1.37683011319916,14.0077229353597,13.9982310977412,14.0075275317083,14.0147928563717,54,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"627",2016,16.299449588255,70.4172792197851,12.5093299105947,0.773941281365099,7.83017925104727,7.82228238608367,7.82986576448868,7.91060774482426,179,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"628",2016,6.58284863853614,72.7922148223093,18.9766715882787,1.64826495087581,9.2717984298698,9.26170264167704,9.25895254343354,9.28644831369991,103,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"629",2016,22.5776244040966,53.4058683570063,23.3234042752644,0.693102963632641,10.7684807593083,10.7640108672621,10.770274943626,10.8290547527781,86,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"630",2016,16.6351732352692,57.7337715882385,18.9676705231833,6.66338465330893,13.3323188617695,13.3376157729974,13.3412015945156,13.3674658342378,55,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"631",2016,8.16073785261428,62.2321802773126,27.8989897180912,1.70809215198193,7.85211566718574,7.83425895561903,7.83523108885812,7.87957742181306,155,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"632",2016,16.5028021024217,45.5009078890209,36.043524456083,1.95276555247446,12.6722944296039,12.6621754306862,12.6622419017674,12.6723006435068,65,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"633",2016,49.8756730527571,50.1243269472429,0,0,37.8162219033852,37.811187089523,NA,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"634",2016,15.4374049948828,67.660491500793,16.2466454628319,0.655458041492277,12.4274846625689,12.420113649089,12.4473080428444,12.4333674647153,58,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"635",2016,12.2381198783746,66.4661705903584,15.8356750013692,5.46003452989786,17.5131659582838,17.5401596690449,17.5891856396555,17.5802750872927,33,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"636",2016,26.737834999842,59.7191236342271,10.5297753165817,3.01326604934912,7.3664715600434,7.3669794378642,7.37559078754128,7.36905685723934,158,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"637",2016,3.13707736661037,57.3991853375634,39.4637372958263,0,59.4362305953341,58.9045570220992,58.8215284177123,NA,4,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"638",2016,37.8985944782603,62.1014055217397,0,0,29.8449988938652,29.8238066489124,NA,NA,11,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"639",2016,0,21.7387066287652,73.642485457834,4.61880791340089,NA,31.8955532321303,31.757893798185,32.053494458717,13,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
